SheepID,Sex,Year_,Month_,Day_
12F,F,2011,2,28
12F,F,2011,2,28
12F,F,2011,3,1
12F,F,2011,3,1
12F,F,2011,3,2
12F,F,2011,3,2
12F,F,2011,3,3
12F,F,2011,3,3
12F,F,2011,3,3
12F,F,2011,3,4
12F,F,2011,3,4
12F,F,2011,3,5
12F,F,2011,3,5
12F,F,2011,3,5
12F,F,2011,3,6
12F,F,2011,3,6
12F,F,2011,3,7
12F,F,2011,3,7
12F,F,2011,3,8
12F,F,2011,3,8
12F,F,2011,3,11
12F,F,2011,3,13
12F,F,2011,3,16
12F,F,2011,3,17
12F,F,2011,3,17
12F,F,2011,3,18
12F,F,2011,3,18
12F,F,2011,3,18
12F,F,2011,3,19
12F,F,2011,3,19
12F,F,2011,3,20
12F,F,2011,3,20
12F,F,2011,3,20
12F,F,2011,3,21
12F,F,2011,3,21
12F,F,2011,3,22
12F,F,2011,3,22
12F,F,2011,3,23
12F,F,2011,3,23
12F,F,2011,3,24
12F,F,2011,3,25
12F,F,2011,3,28
12F,F,2011,3,28
12F,F,2011,3,29
12F,F,2009,12,1
12F,F,2009,12,3
12F,F,2009,12,3
12F,F,2009,12,4
12F,F,2009,12,4
12F,F,2009,12,5
12F,F,2009,12,5
12F,F,2009,12,5
12F,F,2009,12,6
12F,F,2009,12,6
12F,F,2009,12,7
12F,F,2009,12,7
12F,F,2009,12,8
12F,F,2009,12,8
12F,F,2009,12,9
12F,F,2009,12,10
12F,F,2010,12,15
12F,F,2010,12,16
12F,F,2010,12,16
12F,F,2010,12,17
12F,F,2010,12,17
12F,F,2010,12,23
12F,F,2010,12,24
12F,F,2010,12,24
12F,F,2010,12,25
12F,F,2010,12,26
12F,F,2010,12,26
12F,F,2010,12,28
12F,F,2010,12,28
12F,F,2010,12,28
12F,F,2010,12,29
12F,F,2010,12,30
12F,F,2010,12,30
12F,F,2010,12,30
12F,F,2010,12,31
12F,F,2011,1,1
12F,F,2011,1,1
12F,F,2011,1,2
12F,F,2011,1,2
12F,F,2011,1,2
12F,F,2011,1,3
12F,F,2011,1,3
12F,F,2011,1,4
12F,F,2011,1,4
12F,F,2011,1,5
12F,F,2011,1,5
12F,F,2011,1,6
12F,F,2011,1,6
12F,F,2011,1,7
12F,F,2011,1,7
12F,F,2011,1,7
12F,F,2011,1,8
12F,F,2011,1,8
12F,F,2011,1,9
12F,F,2011,1,9
12F,F,2011,1,9
12F,F,2011,1,10
12F,F,2011,1,10
12F,F,2011,1,11
12F,F,2011,1,12
12F,F,2011,1,12
12F,F,2011,1,12
12F,F,2011,1,13
12F,F,2011,1,13
12F,F,2011,1,14
12F,F,2011,1,14
12F,F,2011,1,14
12F,F,2011,1,15
12F,F,2011,1,16
12F,F,2011,1,16
12F,F,2011,1,17
12F,F,2011,1,17
12F,F,2011,1,17
12F,F,2011,1,18
12F,F,2011,1,18
12F,F,2011,1,19
12F,F,2011,1,19
12F,F,2011,1,19
12F,F,2011,1,20
12F,F,2011,1,20
12F,F,2011,1,21
12F,F,2011,1,21
12F,F,2011,1,22
12F,F,2011,1,26
12F,F,2011,1,27
12F,F,2011,1,27
12F,F,2011,1,27
12F,F,2011,1,28
12F,F,2011,1,28
12F,F,2011,1,29
12F,F,2011,1,29
12F,F,2011,1,30
12F,F,2011,1,30
12F,F,2011,1,31
12F,F,2011,1,31
12F,F,2011,2,1
12F,F,2011,2,1
12F,F,2011,2,1
12F,F,2011,2,2
12F,F,2010,3,15
12F,F,2010,2,4
12F,F,2010,1,29
12F,F,2010,1,30
13F,F,2009,2,26
13F,F,2009,2,27
13F,F,2009,2,27
13F,F,2009,2,28
13F,F,2009,2,28
13F,F,2009,2,28
13F,F,2009,3,1
13F,F,2009,3,1
13F,F,2009,3,2
13F,F,2009,3,2
13F,F,2009,3,3
13F,F,2009,3,3
13F,F,2009,3,3
13F,F,2009,3,4
13F,F,2009,3,4
13F,F,2009,3,5
13F,F,2009,3,5
13F,F,2009,3,5
13F,F,2009,3,6
13F,F,2009,3,6
13F,F,2009,3,7
13F,F,2009,3,7
13F,F,2009,3,8
13F,F,2009,3,8
13F,F,2009,3,8
13F,F,2009,3,9
13F,F,2009,3,9
13F,F,2009,3,10
13F,F,2009,3,10
13F,F,2009,3,10
13F,F,2009,3,11
13F,F,2009,3,11
13F,F,2009,3,12
13F,F,2009,3,13
13F,F,2009,3,13
13F,F,2009,3,13
13F,F,2009,3,14
13F,F,2009,3,14
13F,F,2009,3,15
13F,F,2009,3,15
13F,F,2009,3,15
13F,F,2009,3,16
13F,F,2009,3,16
13F,F,2009,3,17
13F,F,2009,3,17
13F,F,2009,3,18
13F,F,2009,3,18
13F,F,2009,3,18
13F,F,2009,3,19
13F,F,2009,3,19
13F,F,2009,3,20
13F,F,2009,3,20
13F,F,2009,3,21
13F,F,2009,3,22
13F,F,2009,3,22
13F,F,2009,3,23
13F,F,2009,3,23
13F,F,2009,3,23
13F,F,2009,3,24
13F,F,2009,3,24
13F,F,2009,3,25
13F,F,2009,3,25
13F,F,2009,3,25
13F,F,2009,3,26
13F,F,2009,3,26
13F,F,2009,3,27
13F,F,2009,3,27
13F,F,2009,3,28
13F,F,2009,3,28
13F,F,2009,3,28
13F,F,2009,3,29
13F,F,2009,3,29
13F,F,2009,3,30
13F,F,2009,3,30
13F,F,2009,3,31
13F,F,2009,3,31
13F,F,2009,12,1
13F,F,2009,12,1
13F,F,2009,12,2
13F,F,2009,12,3
13F,F,2009,12,4
13F,F,2009,12,4
13F,F,2009,12,5
13F,F,2009,12,5
13F,F,2009,12,5
13F,F,2009,12,6
13F,F,2009,12,6
13F,F,2009,12,7
13F,F,2009,12,7
13F,F,2009,12,8
13F,F,2009,12,8
13F,F,2009,12,9
13F,F,2009,12,9
13F,F,2009,12,10
13F,F,2009,12,10
13F,F,2009,12,11
13F,F,2009,12,12
14M,M,2009,3,4
14M,M,2009,3,5
14M,M,2009,3,6
14M,M,2009,3,9
14M,M,2009,3,15
14M,M,2009,3,15
14M,M,2009,3,21
14M,M,2009,3,22
14M,M,2009,3,22
14M,M,2009,3,23
14M,M,2009,3,23
14M,M,2009,3,23
14M,M,2009,3,24
14M,M,2009,3,24
14M,M,2009,3,25
14M,M,2009,3,25
14M,M,2009,3,26
14M,M,2009,3,26
14M,M,2009,3,27
14M,M,2009,3,28
14M,M,2009,3,28
14M,M,2009,3,28
14M,M,2009,3,29
14M,M,2009,3,29
14M,M,2009,3,30
14M,M,2009,3,30
14M,M,2009,3,30
14M,M,2009,3,31
14M,M,2009,3,31
14M,M,2010,3,16
14M,M,2010,3,17
14M,M,2010,3,17
14M,M,2010,3,18
14M,M,2010,3,18
14M,M,2010,3,18
14M,M,2010,3,19
14M,M,2010,3,19
14M,M,2010,3,20
14M,M,2010,3,21
14M,M,2010,3,24
14M,M,2010,3,25
14M,M,2010,3,25
14M,M,2010,3,26
14M,M,2010,3,27
14M,M,2010,3,28
14M,M,2010,3,28
14M,M,2010,3,28
14M,M,2010,3,29
14M,M,2010,3,29
14M,M,2010,3,30
14M,M,2010,3,30
14M,M,2010,3,30
14M,M,2010,3,31
14M,M,2010,3,31
14M,M,2009,12,25
14M,M,2010,1,2
14M,M,2010,1,3
14M,M,2010,1,3
14M,M,2010,1,4
14M,M,2010,1,4
14M,M,2010,1,4
14M,M,2010,1,5
14M,M,2010,1,5
14M,M,2010,1,6
14M,M,2010,1,7
14M,M,2010,1,8
14M,M,2010,1,8
14M,M,2010,1,9
14M,M,2010,1,9
14M,M,2010,1,9
14M,M,2010,1,10
14M,M,2010,1,10
14M,M,2010,1,11
14M,M,2010,1,11
14M,M,2010,1,12
14M,M,2010,1,12
14M,M,2010,1,12
14M,M,2010,1,13
14M,M,2010,1,13
14M,M,2010,1,14
14M,M,2010,1,14
14M,M,2010,1,14
14M,M,2010,1,15
14M,M,2010,1,15
14M,M,2010,12,15
14M,M,2010,12,16
14M,M,2010,12,17
14M,M,2010,12,17
14M,M,2010,12,18
14M,M,2010,12,18
14M,M,2010,12,18
14M,M,2010,12,19
14M,M,2010,12,19
14M,M,2010,12,20
14M,M,2010,12,22
14M,M,2010,12,22
14M,M,2010,12,23
14M,M,2009,12,1
14M,M,2009,12,4
14M,M,2009,12,4
14M,M,2009,12,5
14M,M,2009,12,5
14M,M,2009,12,5
14M,M,2009,12,6
14M,M,2009,12,7
14M,M,2009,12,7
14M,M,2009,12,8
14M,M,2009,12,8
14M,M,2009,12,9
14M,M,2009,12,10
14M,M,2009,12,10
14M,M,2009,12,10
14M,M,2009,12,11
14M,M,2009,12,12
14M,M,2009,12,12
14M,M,2009,12,13
14M,M,2009,12,13
14M,M,2009,12,13
14M,M,2009,12,14
14M,M,2009,12,14
14M,M,2009,12,15
14M,M,2009,12,15
14M,M,2009,12,15
14M,M,2009,12,16
14M,M,2009,12,17
14M,M,2009,12,18
14M,M,2009,12,18
14M,M,2009,12,18
14M,M,2009,12,19
14M,M,2009,12,19
14M,M,2009,12,20
14M,M,2009,12,20
14M,M,2009,12,20
14M,M,2009,12,21
14M,M,2009,12,21
14M,M,2009,12,22
14M,M,2009,12,22
14M,M,2009,12,23
14M,M,2009,12,23
14M,M,2009,12,23
14M,M,2011,1,20
14M,M,2011,1,21
14M,M,2011,1,22
14M,M,2011,1,27
14M,M,2011,1,27
14M,M,2011,1,28
14M,M,2011,1,29
14M,M,2011,1,29
14M,M,2011,1,29
14M,M,2011,1,30
14M,M,2011,1,31
14M,M,2011,1,31
14M,M,2011,2,1
14M,M,2011,2,1
14M,M,2011,2,1
14M,M,2011,2,2
14M,M,2011,2,2
14M,M,2010,3,3
14M,M,2010,3,4
14M,M,2010,3,4
14M,M,2010,3,5
14M,M,2010,3,5
14M,M,2010,3,6
14M,M,2010,3,6
14M,M,2010,3,7
14M,M,2010,3,7
14M,M,2010,3,12
14M,M,2010,3,12
14M,M,2010,12,23
14M,M,2010,12,23
14M,M,2010,12,24
14M,M,2010,12,24
14M,M,2010,12,25
14M,M,2010,12,25
14M,M,2010,12,25
14M,M,2010,12,26
14M,M,2010,12,26
14M,M,2010,12,27
14M,M,2010,12,27
14M,M,2010,12,28
14M,M,2010,12,28
14M,M,2010,12,28
14M,M,2010,12,29
14M,M,2010,12,29
14M,M,2010,12,30
14M,M,2010,12,30
14M,M,2010,12,30
14M,M,2010,12,31
14M,M,2010,12,31
14M,M,2011,1,1
14M,M,2011,1,1
14M,M,2011,1,2
14M,M,2011,1,2
14M,M,2011,1,2
14M,M,2011,1,3
14M,M,2011,1,3
14M,M,2011,1,4
14M,M,2011,1,4
14M,M,2011,1,4
14M,M,2011,1,5
14M,M,2011,1,5
14M,M,2011,1,6
14M,M,2011,1,7
14M,M,2011,1,7
14M,M,2011,1,7
14M,M,2011,1,8
14M,M,2011,1,8
14M,M,2011,1,9
14M,M,2011,1,9
14M,M,2011,1,11
14M,M,2011,1,12
14M,M,2011,1,12
14M,M,2011,1,12
14M,M,2011,1,14
14M,M,2011,1,14
14M,M,2011,1,15
14M,M,2010,2,13
14M,M,2010,2,14
14M,M,2010,2,14
14M,M,2010,2,15
14M,M,2010,2,15
14M,M,2010,2,16
14M,M,2010,2,16
14M,M,2010,2,16
14M,M,2010,2,17
14M,M,2010,2,17
14M,M,2010,2,18
14M,M,2010,2,18
14M,M,2010,2,18
14M,M,2010,2,19
14M,M,2010,2,19
14M,M,2010,2,20
14M,M,2010,2,20
14M,M,2010,2,21
14M,M,2010,2,21
14M,M,2010,2,22
14M,M,2010,2,23
14M,M,2010,2,26
14M,M,2010,2,26
14M,M,2010,2,27
14M,M,2010,2,28
14M,M,2010,2,28
14M,M,2010,2,28
14M,M,2010,3,1
14M,M,2010,3,1
14M,M,2010,3,2
14M,M,2010,3,2
14M,M,2010,3,3
14M,M,2010,3,3
14M,M,2010,1,29
14M,M,2010,1,30
14M,M,2010,1,31
14M,M,2010,2,1
14M,M,2010,2,1
14M,M,2010,2,1
14M,M,2010,1,16
14M,M,2010,1,17
14M,M,2010,1,18
14M,M,2010,1,19
14M,M,2010,1,19
14M,M,2010,1,20
14M,M,2010,2,8
14M,M,2010,1,23
14M,M,2010,1,25
14M,M,2010,1,26
14M,M,2010,1,26
14M,M,2010,1,27
14M,M,2010,1,27
14M,M,2010,1,28
14M,M,2010,2,3
14M,M,2010,2,3
14M,M,2010,2,4
14M,M,2010,2,5
14M,M,2010,2,5
14M,M,2010,2,6
14M,M,2010,2,6
14M,M,2010,2,2
14M,M,2010,2,2
14M,M,2010,2,9
14M,M,2010,2,9
14M,M,2010,2,11
14M,M,2010,2,11
14M,M,2010,2,11
14M,M,2010,2,12
24M,M,2009,12,3
24M,M,2009,12,3
24M,M,2009,12,4
24M,M,2009,12,2
25F,F,2009,3,25
25F,F,2009,3,27
25F,F,2009,3,28
25F,F,2009,3,28
25F,F,2009,3,28
25F,F,2009,3,29
25F,F,2009,3,29
25F,F,2009,3,30
25F,F,2009,3,30
25F,F,2009,3,30
25F,F,2009,3,31
25F,F,2009,3,31
25F,F,2011,1,16
25F,F,2011,1,17
25F,F,2011,1,17
25F,F,2011,1,18
25F,F,2011,1,19
25F,F,2011,1,19
25F,F,2011,1,19
25F,F,2011,1,20
25F,F,2011,1,21
25F,F,2011,1,21
25F,F,2011,1,22
25F,F,2011,1,22
25F,F,2011,1,23
25F,F,2011,1,24
25F,F,2011,1,24
25F,F,2011,1,24
25F,F,2011,1,25
25F,F,2011,1,27
25F,F,2011,1,28
25F,F,2011,1,28
25F,F,2011,1,29
25F,F,2011,1,29
25F,F,2011,1,30
25F,F,2011,2,1
25F,F,2011,2,2
25F,F,2011,2,3
25F,F,2011,2,6
25F,F,2011,3,9
25F,F,2011,3,10
25F,F,2011,3,10
25F,F,2011,3,10
25F,F,2011,3,11
25F,F,2011,3,11
25F,F,2011,3,13
25F,F,2009,12,7
25F,F,2009,12,8
25F,F,2010,1,2
25F,F,2010,2,4
25F,F,2010,2,5
25F,F,2010,2,5
25F,F,2010,2,6
25F,F,2010,2,6
25F,F,2010,12,25
25F,F,2010,12,26
25F,F,2011,1,2
25F,F,2011,1,3
25F,F,2010,3,10
25F,F,2010,3,10
25F,F,2010,3,11
25F,F,2010,3,11
25F,F,2010,3,12
25F,F,2010,3,12
25F,F,2010,3,13
25F,F,2010,3,14
25F,F,2010,3,20
25F,F,2010,3,21
25F,F,2010,3,21
25F,F,2010,3,22
25F,F,2010,3,25
25F,F,2010,3,30
25F,F,2010,3,31
25F,F,2011,3,29
25F,F,2011,3,30
25F,F,2011,3,15
25F,F,2011,3,15
25F,F,2011,3,16
25F,F,2011,3,18
25F,F,2011,3,20
25F,F,2011,3,20
25F,F,2011,3,20
25F,F,2011,3,21
25F,F,2011,3,22
25F,F,2011,3,23
25F,F,2011,3,23
25F,F,2011,3,24
25F,F,2010,2,23
25F,F,2010,2,24
25F,F,2010,2,24
25F,F,2010,2,8
25F,F,2010,2,11
25F,F,2010,2,12
25F,F,2010,2,12
25F,F,2010,2,25
25F,F,2010,2,9
25F,F,2010,2,13
25F,F,2010,2,13
25F,F,2010,3,1
25F,F,2010,2,28
25F,F,2010,3,5
25F,F,2010,3,6
25F,F,2010,3,6
25F,F,2010,3,7
25F,F,2010,3,2
25F,F,2010,3,2
25F,F,2010,3,3
25F,F,2010,3,3
25F,F,2010,3,4
25F,F,2010,3,5
25F,F,2010,3,8
25F,F,2010,3,8
25F,F,2010,3,8
25F,F,2010,3,9
27M,M,2009,2,28
28F,F,2009,3,21
28F,F,2009,3,22
28F,F,2009,3,25
28F,F,2009,3,26
45M,M,2010,3,8
45M,M,2010,3,9
45M,M,2010,3,9
45M,M,2010,3,10
45M,M,2010,3,10
45M,M,2010,3,11
45M,M,2010,3,12
45M,M,2010,3,12
45M,M,2010,3,13
45M,M,2010,3,14
45M,M,2010,3,25
45M,M,2010,3,25
45M,M,2010,3,25
45M,M,2010,3,26
45M,M,2010,3,27
45M,M,2010,3,30
45M,M,2010,3,31
45M,M,2011,3,22
45M,M,2011,3,23
45M,M,2011,3,25
45M,M,2011,3,26
45M,M,2011,1,10
45M,M,2011,1,29
45M,M,2011,1,30
45M,M,2011,2,3
45M,M,2010,12,18
45M,M,2010,12,19
45M,M,2010,12,20
45M,M,2010,12,30
45M,M,2010,12,31
45M,M,2010,12,31
45M,M,2011,1,1
45M,M,2011,1,1
45M,M,2011,1,2
45M,M,2011,1,3
45M,M,2011,1,9
45M,M,2011,2,12
45M,M,2011,2,26
45M,M,2011,2,27
12F,F,2010,3,15
12F,F,2010,3,16
12F,F,2010,3,17
12F,F,2010,1,29
12F,F,2010,1,29
13F,F,2009,12,3
14M,M,2011,1,28
14M,M,2011,1,6
25F,F,2009,3,1
25F,F,2011,1,23
25F,F,2011,2,2
25F,F,2011,2,5
25F,F,2011,3,12
25F,F,2010,3,13
25F,F,2011,3,28
25F,F,2011,3,30
25F,F,2011,3,30
25F,F,2011,3,14
25F,F,2011,3,15
25F,F,2011,3,17
25F,F,2011,3,18
25F,F,2011,3,18
25F,F,2011,3,19
25F,F,2011,3,19
25F,F,2011,3,21
25F,F,2011,3,25
25F,F,2011,3,25
25F,F,2011,3,31
25F,F,2010,3,1
25F,F,2010,2,27
45M,M,2010,3,26
45M,M,2011,3,28
45M,M,2011,3,29
45M,M,2011,1,29
45M,M,2011,2,3
45M,M,2011,2,11
45M,M,2011,2,12
45M,M,2011,2,19
12F,F,2010,3,18
12F,F,2010,3,19
12F,F,2010,3,20
12F,F,2010,3,24
12F,F,2010,3,25
12F,F,2010,3,25
12F,F,2010,3,25
12F,F,2010,3,26
12F,F,2010,3,28
12F,F,2010,3,28
12F,F,2010,3,31
12F,F,2010,1,28
13F,F,2009,12,12
13F,F,2009,12,13
13F,F,2009,12,13
13F,F,2009,12,13
13F,F,2009,12,14
13F,F,2009,12,14
13F,F,2009,12,15
13F,F,2009,12,15
13F,F,2009,12,15
13F,F,2009,12,16
13F,F,2009,12,16
13F,F,2009,12,17
13F,F,2009,12,17
13F,F,2009,12,18
13F,F,2009,12,18
13F,F,2009,12,18
13F,F,2009,12,19
13F,F,2009,12,19
13F,F,2009,12,20
13F,F,2009,12,20
13F,F,2009,12,20
13F,F,2009,12,21
13F,F,2010,1,22
13F,F,2010,1,23
13F,F,2010,1,23
13F,F,2010,1,24
13F,F,2010,1,24
13F,F,2010,1,25
13F,F,2010,1,25
13F,F,2010,1,26
13F,F,2010,1,26
13F,F,2010,1,27
24M,M,2009,12,1
24M,M,2009,12,2
25F,F,2009,2,27
25F,F,2009,2,28
25F,F,2009,2,28
25F,F,2009,2,28
25F,F,2009,3,4
25F,F,2009,3,11
25F,F,2009,3,24
25F,F,2011,1,22
25F,F,2011,1,27
25F,F,2011,1,29
25F,F,2011,2,1
25F,F,2011,2,1
25F,F,2011,2,3
25F,F,2011,2,6
25F,F,2011,3,13
25F,F,2011,3,13
25F,F,2011,3,14
25F,F,2010,1,21
25F,F,2010,1,22
25F,F,2010,1,23
25F,F,2010,1,23
25F,F,2010,1,24
25F,F,2010,1,27
25F,F,2010,12,15
25F,F,2010,3,13
25F,F,2010,3,30
25F,F,2011,3,28
25F,F,2011,3,28
25F,F,2011,3,29
25F,F,2011,3,16
25F,F,2011,3,17
25F,F,2011,3,22
25F,F,2011,3,23
25F,F,2011,3,24
25F,F,2011,3,25
25F,F,2011,3,26
25F,F,2011,3,26
25F,F,2011,3,27
25F,F,2011,3,27
25F,F,2011,3,31
25F,F,2010,2,28
27M,M,2009,2,27
27M,M,2009,2,28
28F,F,2009,3,22
28F,F,2009,3,23
28F,F,2009,3,23
28F,F,2009,3,23
28F,F,2009,3,24
28F,F,2009,3,25
28F,F,2009,3,25
45M,M,2009,12,19
45M,M,2009,12,22
45M,M,2009,12,24
45M,M,2009,12,26
45M,M,2009,12,27
45M,M,2011,3,18
45M,M,2011,3,19
45M,M,2011,3,19
45M,M,2011,3,20
45M,M,2011,3,20
45M,M,2011,3,20
45M,M,2011,3,21
45M,M,2011,3,23
45M,M,2011,3,24
45M,M,2011,3,24
45M,M,2011,3,25
45M,M,2011,3,25
45M,M,2011,3,29
45M,M,2011,1,27
45M,M,2011,1,28
45M,M,2011,1,28
45M,M,2011,1,29
45M,M,2011,2,2
45M,M,2011,2,21
45M,M,2011,2,21
45M,M,2011,2,22
45M,M,2011,2,22
45M,M,2011,2,9
45M,M,2011,2,13
45M,M,2011,2,13
45M,M,2011,2,13
45M,M,2011,2,14
45M,M,2011,2,15
45M,M,2011,2,16
45M,M,2011,2,17
45M,M,2011,2,17
45M,M,2011,2,18
45M,M,2011,2,18
45M,M,2011,2,18
45M,M,2011,2,19
45M,M,2011,2,20
45M,M,2011,2,20
45M,M,2011,2,20
45M,M,2011,3,4
45M,M,2011,2,27
12F,F,2010,3,18
12F,F,2010,3,20
12F,F,2010,3,20
12F,F,2010,3,21
12F,F,2010,3,21
12F,F,2010,3,22
12F,F,2010,3,23
12F,F,2010,3,23
12F,F,2010,3,23
12F,F,2010,3,24
12F,F,2010,3,26
12F,F,2010,3,27
12F,F,2010,3,28
12F,F,2010,3,29
12F,F,2010,3,30
12F,F,2010,3,30
12F,F,2010,3,30
12F,F,2010,3,31
13F,F,2010,1,24
14M,M,2011,1,30
25F,F,2009,3,1
25F,F,2009,3,2
25F,F,2009,3,3
25F,F,2009,3,3
25F,F,2009,3,3
25F,F,2009,3,4
25F,F,2009,3,5
25F,F,2009,3,5
25F,F,2009,3,6
25F,F,2009,3,6
25F,F,2009,3,7
25F,F,2009,3,8
25F,F,2009,3,8
25F,F,2009,3,9
25F,F,2009,3,10
25F,F,2009,3,10
25F,F,2009,3,11
25F,F,2009,3,12
25F,F,2009,3,12
25F,F,2009,3,13
25F,F,2009,3,13
25F,F,2009,3,13
25F,F,2009,3,14
25F,F,2009,3,15
25F,F,2009,3,15
25F,F,2009,3,16
25F,F,2009,3,25
25F,F,2009,3,25
25F,F,2011,1,17
25F,F,2011,1,18
25F,F,2011,1,25
25F,F,2011,1,26
25F,F,2011,1,26
25F,F,2011,1,27
25F,F,2011,1,30
25F,F,2011,1,31
25F,F,2011,1,31
25F,F,2011,2,3
25F,F,2011,2,4
25F,F,2011,2,4
25F,F,2011,2,5
25F,F,2009,12,1
25F,F,2009,12,1
25F,F,2009,12,2
25F,F,2009,12,3
25F,F,2009,12,3
25F,F,2009,12,4
25F,F,2009,12,5
25F,F,2009,12,5
25F,F,2009,12,5
25F,F,2009,12,6
25F,F,2009,12,6
25F,F,2009,12,7
25F,F,2010,1,2
25F,F,2010,1,3
25F,F,2010,1,3
25F,F,2010,1,4
25F,F,2010,1,4
25F,F,2010,1,4
25F,F,2010,1,5
25F,F,2010,1,5
25F,F,2010,1,6
25F,F,2010,1,7
25F,F,2010,1,7
25F,F,2010,1,8
25F,F,2010,1,12
25F,F,2010,1,12
25F,F,2010,1,13
25F,F,2010,1,13
25F,F,2010,1,14
25F,F,2010,1,14
25F,F,2010,1,15
25F,F,2010,1,15
25F,F,2010,1,16
25F,F,2010,1,17
25F,F,2010,1,18
25F,F,2010,1,18
25F,F,2010,1,19
25F,F,2010,1,19
25F,F,2010,1,20
25F,F,2010,1,20
25F,F,2010,1,21
25F,F,2010,1,22
25F,F,2010,1,22
25F,F,2010,1,24
25F,F,2010,1,24
25F,F,2010,1,26
25F,F,2010,1,27
25F,F,2010,1,27
25F,F,2010,1,28
25F,F,2010,1,29
25F,F,2010,1,29
25F,F,2010,1,29
25F,F,2010,1,30
25F,F,2010,1,30
25F,F,2010,1,31
25F,F,2010,1,31
25F,F,2010,2,1
25F,F,2010,2,1
25F,F,2010,2,2
25F,F,2010,2,2
25F,F,2010,2,3
25F,F,2010,2,3
25F,F,2010,2,3
25F,F,2010,2,4
25F,F,2010,12,15
25F,F,2010,12,15
25F,F,2010,12,16
25F,F,2010,2,9
25F,F,2010,2,10
25F,F,2010,2,10
25F,F,2010,2,11
25F,F,2010,2,28
28F,F,2009,3,24
45M,M,2009,12,20
45M,M,2009,12,20
45M,M,2009,12,20
45M,M,2009,12,21
45M,M,2009,12,21
45M,M,2009,12,22
45M,M,2009,12,22
45M,M,2009,12,23
45M,M,2009,12,23
45M,M,2009,12,24
45M,M,2009,12,25
45M,M,2009,12,25
45M,M,2009,12,25
45M,M,2009,12,26
45M,M,2009,12,27
45M,M,2011,3,15
45M,M,2011,3,16
45M,M,2011,3,17
45M,M,2011,3,17
45M,M,2011,3,18
45M,M,2011,3,26
45M,M,2011,3,27
45M,M,2011,3,27
45M,M,2011,3,27
45M,M,2011,3,28
45M,M,2011,3,30
45M,M,2011,3,30
45M,M,2011,3,30
45M,M,2011,3,31
45M,M,2011,3,31
45M,M,2011,1,30
45M,M,2011,1,31
45M,M,2011,1,31
45M,M,2011,2,2
45M,M,2011,2,3
45M,M,2011,2,4
45M,M,2011,3,9
45M,M,2011,3,10
45M,M,2011,3,10
45M,M,2011,3,10
45M,M,2011,3,11
45M,M,2011,3,11
45M,M,2011,3,12
45M,M,2011,3,13
45M,M,2011,3,13
45M,M,2011,3,14
45M,M,2011,3,15
45M,M,2011,2,23
45M,M,2011,2,5
45M,M,2011,2,5
45M,M,2011,2,5
45M,M,2011,2,7
45M,M,2011,2,8
45M,M,2011,2,8
45M,M,2011,2,8
45M,M,2011,2,9
45M,M,2011,2,10
45M,M,2011,2,11
45M,M,2011,2,14
45M,M,2011,2,15
45M,M,2011,2,15
45M,M,2011,2,16
45M,M,2011,3,2
45M,M,2011,3,2
45M,M,2011,3,4
45M,M,2011,3,5
45M,M,2011,2,23
45M,M,2011,2,28
45M,M,2011,2,28
45M,M,2011,3,8
45M,M,2011,3,5
45M,M,2011,3,5
45M,M,2011,3,6
45M,M,2011,3,6
45M,M,2011,3,7
45M,M,2011,3,7
45M,M,2011,3,8
12F,F,2011,3,30
12F,F,2009,12,21
12F,F,2009,12,22
13F,F,2009,12,21
13F,F,2009,12,22
13F,F,2009,12,22
13F,F,2009,12,23
13F,F,2009,12,23
13F,F,2009,12,23
13F,F,2009,12,24
13F,F,2010,1,13
13F,F,2010,1,14
13F,F,2010,1,14
13F,F,2010,1,14
13F,F,2010,1,15
13F,F,2010,1,21
13F,F,2010,1,22
13F,F,2010,1,22
13F,F,2010,1,27
14M,M,2010,12,15
14M,M,2011,1,26
24M,M,2009,12,1
25F,F,2009,3,2
25F,F,2009,3,5
25F,F,2009,3,7
25F,F,2009,3,8
25F,F,2009,3,9
25F,F,2009,3,10
25F,F,2009,3,15
25F,F,2009,12,2
25F,F,2009,12,3
25F,F,2009,12,4
25F,F,2010,1,6
25F,F,2010,1,7
25F,F,2010,1,11
25F,F,2010,1,12
25F,F,2010,1,14
25F,F,2010,1,16
25F,F,2010,1,17
25F,F,2010,1,19
25F,F,2010,1,25
25F,F,2010,1,25
25F,F,2010,1,26
25F,F,2010,1,28
25F,F,2010,2,1
25F,F,2010,2,11
45M,M,2011,3,16
45M,M,2011,3,17
45M,M,2011,1,31
45M,M,2011,2,1
45M,M,2011,2,4
45M,M,2011,3,9
45M,M,2011,3,12
45M,M,2011,3,14
45M,M,2011,2,7
45M,M,2011,2,25
45M,M,2011,3,1
45M,M,2011,3,7
12F,F,2011,3,30
12F,F,2011,3,30
12F,F,2011,3,31
12F,F,2011,3,31
12F,F,2009,12,20
12F,F,2009,12,20
12F,F,2009,12,21
12F,F,2009,12,22
12F,F,2009,12,23
12F,F,2009,12,23
12F,F,2009,12,23
12F,F,2009,12,24
12F,F,2009,12,24
12F,F,2009,12,25
12F,F,2009,12,25
12F,F,2009,12,25
12F,F,2009,12,27
12F,F,2009,12,27
12F,F,2009,12,28
12F,F,2009,12,28
12F,F,2009,12,28
12F,F,2009,12,29
12F,F,2009,12,29
12F,F,2009,12,30
12F,F,2009,12,30
12F,F,2009,12,31
