SheepID,Sex,Year_,Month_,Day_
19F,F,2009,3,5
19F,F,2009,3,5
19F,F,2009,3,6
19F,F,2009,3,6
19F,F,2009,3,7
19F,F,2009,3,7
19F,F,2009,3,8
19F,F,2009,3,8
19F,F,2009,3,9
19F,F,2009,3,9
19F,F,2009,3,10
19F,F,2009,3,10
19F,F,2009,3,10
19F,F,2009,3,11
19F,F,2009,3,11
19F,F,2009,3,12
19F,F,2009,3,12
19F,F,2009,3,13
19F,F,2009,3,13
19F,F,2009,3,13
19F,F,2009,3,14
19F,F,2009,3,14
19F,F,2009,3,15
19F,F,2009,3,15
19F,F,2009,3,15
19F,F,2009,3,16
19F,F,2009,3,16
19F,F,2009,3,17
19F,F,2009,3,17
19F,F,2009,3,18
19F,F,2009,3,18
19F,F,2009,3,18
19F,F,2009,3,19
19F,F,2009,3,19
19F,F,2009,3,20
19F,F,2009,12,2
19F,F,2009,12,3
19F,F,2009,12,3
19F,F,2009,12,3
19F,F,2009,12,5
19F,F,2009,12,5
19F,F,2009,12,6
19F,F,2009,12,7
19F,F,2009,12,8
19F,F,2009,12,8
20F,F,2009,2,27
20F,F,2009,2,28
20F,F,2009,2,28
20F,F,2009,3,1
20F,F,2009,3,1
20F,F,2009,3,2
20F,F,2009,3,2
20F,F,2009,3,3
20F,F,2009,3,3
20F,F,2009,3,3
20F,F,2009,3,4
20F,F,2009,3,4
20F,F,2009,3,5
20F,F,2009,3,5
20F,F,2009,3,5
20F,F,2009,3,6
20F,F,2009,3,6
20F,F,2009,3,7
20F,F,2009,3,7
20F,F,2009,3,8
20F,F,2009,3,8
20F,F,2009,3,9
20F,F,2009,3,9
20F,F,2009,3,10
20F,F,2009,3,10
20F,F,2009,3,10
20F,F,2009,3,11
20F,F,2009,3,11
20F,F,2009,3,12
20F,F,2009,3,12
20F,F,2009,3,13
20F,F,2009,3,13
20F,F,2009,3,13
20F,F,2009,3,14
20F,F,2009,3,14
20F,F,2009,3,15
20F,F,2009,3,15
20F,F,2009,3,15
20F,F,2009,3,16
20F,F,2009,3,17
20F,F,2009,3,17
20F,F,2009,3,18
20F,F,2009,3,18
20F,F,2009,3,18
20F,F,2009,3,19
20F,F,2009,3,19
20F,F,2009,3,20
20F,F,2009,3,20
20F,F,2009,3,20
20F,F,2009,3,21
20F,F,2009,3,22
20F,F,2009,3,22
20F,F,2009,3,23
20F,F,2009,3,23
20F,F,2009,3,23
20F,F,2009,3,24
20F,F,2009,3,24
20F,F,2009,3,25
20F,F,2009,3,25
20F,F,2009,3,25
20F,F,2009,3,26
20F,F,2009,3,26
20F,F,2009,3,27
20F,F,2009,3,28
20F,F,2009,3,28
20F,F,2009,3,28
20F,F,2009,3,29
20F,F,2009,3,30
20F,F,2009,3,30
20F,F,2009,3,30
20F,F,2009,3,31
20F,F,2009,3,31
20F,F,2010,3,15
20F,F,2010,3,18
20F,F,2010,3,21
20F,F,2009,12,5
20F,F,2009,12,5
20F,F,2009,12,10
20F,F,2009,12,12
20F,F,2009,12,13
20F,F,2009,12,13
20F,F,2009,12,13
20F,F,2009,12,14
20F,F,2009,12,14
20F,F,2009,12,15
20F,F,2009,12,15
20F,F,2009,12,15
20F,F,2009,12,16
20F,F,2009,12,16
20F,F,2009,12,17
20F,F,2009,12,17
20F,F,2009,12,18
20F,F,2009,12,18
20F,F,2009,12,18
20F,F,2009,12,19
20F,F,2009,12,26
20F,F,2009,12,27
20F,F,2009,12,27
20F,F,2009,12,28
20F,F,2009,12,28
20F,F,2009,12,28
20F,F,2009,12,29
20F,F,2009,12,29
20F,F,2009,12,30
20F,F,2009,12,30
20F,F,2009,12,30
20F,F,2009,12,31
20F,F,2009,12,31
20F,F,2010,1,1
20F,F,2010,1,1
20F,F,2010,1,2
20F,F,2010,1,2
20F,F,2010,1,2
20F,F,2010,1,3
20F,F,2010,1,3
20F,F,2010,1,4
20F,F,2010,1,4
20F,F,2010,1,4
20F,F,2010,1,5
20F,F,2010,1,5
20F,F,2010,1,6
20F,F,2010,1,6
20F,F,2010,1,7
20F,F,2010,1,7
20F,F,2010,1,7
20F,F,2010,1,8
20F,F,2010,1,8
20F,F,2010,1,9
20F,F,2010,1,9
20F,F,2010,1,9
20F,F,2010,1,10
20F,F,2010,3,8
27M,M,2010,2,23
32F,F,2009,2,28
32F,F,2009,2,28
32F,F,2009,2,28
32F,F,2009,3,1
32F,F,2009,3,1
32F,F,2009,3,2
32F,F,2009,3,2
32F,F,2009,3,3
32F,F,2009,3,3
32F,F,2009,3,3
32F,F,2009,3,4
32F,F,2009,3,4
32F,F,2009,3,5
32F,F,2009,3,5
32F,F,2009,3,5
32F,F,2009,3,6
32F,F,2009,3,6
32F,F,2009,3,7
32F,F,2009,3,7
32F,F,2009,3,8
32F,F,2009,3,8
32F,F,2009,3,8
32F,F,2009,3,9
32F,F,2009,3,9
32F,F,2009,3,10
32F,F,2009,3,10
32F,F,2009,3,10
32F,F,2009,3,11
32F,F,2009,3,11
32F,F,2009,3,12
32F,F,2009,3,12
32F,F,2009,3,13
32F,F,2009,3,13
32F,F,2009,3,13
32F,F,2009,3,14
32F,F,2009,3,14
32F,F,2009,3,15
32F,F,2009,3,15
32F,F,2009,3,15
32F,F,2009,3,16
32F,F,2009,3,16
32F,F,2009,3,17
32F,F,2009,3,17
32F,F,2009,3,18
32F,F,2009,3,18
32F,F,2009,3,18
32F,F,2009,3,19
32F,F,2009,3,19
32F,F,2009,3,20
32F,F,2009,3,20
32F,F,2009,3,20
32F,F,2009,3,21
32F,F,2009,3,21
32F,F,2009,3,22
32F,F,2009,3,22
32F,F,2009,3,23
32F,F,2009,3,23
32F,F,2009,3,23
32F,F,2009,3,24
32F,F,2009,3,24
32F,F,2009,3,25
32F,F,2009,3,25
32F,F,2009,3,25
32F,F,2009,3,26
32F,F,2009,3,26
32F,F,2009,3,27
32F,F,2009,3,27
32F,F,2009,3,28
32F,F,2009,3,28
32F,F,2009,3,28
32F,F,2009,3,29
32F,F,2009,3,30
32F,F,2009,3,30
32F,F,2009,3,30
32F,F,2009,3,31
32F,F,2009,3,31
32F,F,2011,1,4
32F,F,2011,1,5
32F,F,2011,1,5
32F,F,2011,1,6
32F,F,2011,1,6
32F,F,2011,1,7
32F,F,2011,1,7
32F,F,2011,1,7
32F,F,2011,1,8
32F,F,2011,1,8
32F,F,2011,1,9
32F,F,2011,1,9
32F,F,2011,1,10
32F,F,2011,1,12
32F,F,2011,1,12
32F,F,2011,1,13
32F,F,2011,1,13
32F,F,2011,1,14
32F,F,2011,1,14
32F,F,2011,1,14
32F,F,2011,1,15
32F,F,2011,1,16
32F,F,2011,1,25
32F,F,2011,1,26
32F,F,2011,1,26
32F,F,2011,1,27
32F,F,2011,1,28
32F,F,2011,1,28
32F,F,2011,1,29
32F,F,2011,1,30
32F,F,2011,2,1
32F,F,2011,2,2
32F,F,2011,2,2
32F,F,2011,2,3
32F,F,2011,2,3
32F,F,2011,2,3
32F,F,2011,2,4
32F,F,2011,2,7
32F,F,2011,2,7
32F,F,2011,2,8
32F,F,2011,2,8
32F,F,2011,2,8
32F,F,2011,2,9
32F,F,2011,2,9
32F,F,2011,2,10
32F,F,2011,2,10
32F,F,2011,2,11
32F,F,2011,2,11
32F,F,2011,2,11
32F,F,2011,2,12
32F,F,2011,2,12
32F,F,2011,2,13
32F,F,2011,2,13
32F,F,2011,2,13
32F,F,2011,2,14
32F,F,2011,2,14
32F,F,2011,2,15
32F,F,2011,2,15
32F,F,2011,2,16
32F,F,2011,2,16
32F,F,2011,2,16
32F,F,2011,2,17
32F,F,2011,2,17
32F,F,2011,2,18
32F,F,2011,2,18
32F,F,2011,2,18
32F,F,2011,2,19
32F,F,2011,2,19
32F,F,2011,2,20
32F,F,2011,2,20
32F,F,2011,2,21
32F,F,2011,2,21
32F,F,2011,2,21
32F,F,2011,2,22
32F,F,2011,2,22
32F,F,2011,2,23
32F,F,2011,2,23
32F,F,2011,2,24
32F,F,2011,2,26
32F,F,2011,2,26
32F,F,2011,2,27
32F,F,2011,2,27
32F,F,2011,2,28
32F,F,2010,1,17
32F,F,2010,1,18
32F,F,2010,1,19
32F,F,2010,1,19
32F,F,2010,1,19
32F,F,2010,1,20
32F,F,2010,1,20
32F,F,2010,1,21
32F,F,2010,1,21
32F,F,2010,1,22
32F,F,2010,1,22
32F,F,2009,12,2
32F,F,2009,12,3
32F,F,2009,12,3
32F,F,2009,12,4
32F,F,2009,12,4
32F,F,2009,12,5
32F,F,2009,12,5
32F,F,2009,12,5
32F,F,2009,12,6
32F,F,2009,12,6
32F,F,2009,12,7
32F,F,2009,12,7
32F,F,2009,12,8
32F,F,2009,12,8
32F,F,2009,12,8
32F,F,2009,12,9
32F,F,2009,12,10
32F,F,2009,12,10
32F,F,2009,12,11
32F,F,2009,12,11
32F,F,2009,12,12
32F,F,2009,12,12
32F,F,2009,12,13
32F,F,2009,12,13
32F,F,2009,12,13
32F,F,2009,12,14
32F,F,2009,12,14
32F,F,2009,12,15
32F,F,2009,12,15
32F,F,2009,12,15
32F,F,2009,12,16
32F,F,2009,12,16
32F,F,2009,12,17
32F,F,2009,12,17
32F,F,2009,12,18
32F,F,2009,12,18
32F,F,2009,12,18
32F,F,2009,12,19
32F,F,2009,12,19
32F,F,2009,12,20
32F,F,2009,12,20
32F,F,2009,12,20
32F,F,2009,12,21
32F,F,2009,12,21
32F,F,2009,12,22
32F,F,2009,12,22
32F,F,2009,12,23
32F,F,2009,12,23
32F,F,2009,12,23
32F,F,2009,12,24
32F,F,2009,12,24
32F,F,2009,12,25
32F,F,2009,12,25
32F,F,2009,12,26
32F,F,2009,12,27
32F,F,2009,12,27
32F,F,2009,12,28
32F,F,2009,12,28
32F,F,2009,12,28
32F,F,2009,12,29
32F,F,2009,12,29
32F,F,2009,12,30
32F,F,2009,12,30
32F,F,2009,12,30
32F,F,2009,12,31
32F,F,2009,12,31
32F,F,2010,1,1
32F,F,2010,1,1
32F,F,2010,1,2
32F,F,2010,1,2
32F,F,2010,1,2
32F,F,2010,1,3
32F,F,2010,1,3
32F,F,2010,1,4
32F,F,2010,1,4
32F,F,2010,1,4
32F,F,2010,1,5
32F,F,2010,1,5
32F,F,2010,1,6
32F,F,2010,1,6
32F,F,2010,1,7
32F,F,2010,1,7
32F,F,2010,1,7
32F,F,2010,1,8
32F,F,2010,1,8
32F,F,2010,1,9
32F,F,2010,1,9
32F,F,2010,1,9
32F,F,2010,1,10
32F,F,2010,1,10
32F,F,2010,1,11
32F,F,2010,1,11
32F,F,2010,1,12
32F,F,2010,1,12
32F,F,2010,1,13
32F,F,2010,1,13
32F,F,2010,1,14
32F,F,2010,1,14
32F,F,2010,1,14
32F,F,2010,1,15
32F,F,2010,1,15
32F,F,2010,1,16
32F,F,2010,1,16
32F,F,2010,1,17
32F,F,2010,1,17
32F,F,2010,3,10
32F,F,2010,3,10
32F,F,2010,3,11
32F,F,2010,3,11
32F,F,2010,3,12
32F,F,2010,3,12
32F,F,2010,3,13
32F,F,2010,3,13
32F,F,2010,3,13
32F,F,2010,3,14
32F,F,2010,3,14
32F,F,2010,1,22
32F,F,2010,1,23
32F,F,2010,1,23
32F,F,2010,1,24
32F,F,2010,1,24
32F,F,2010,1,24
32F,F,2010,1,25
32F,F,2010,1,25
32F,F,2010,1,26
32F,F,2010,1,26
32F,F,2010,1,27
32F,F,2010,1,27
32F,F,2010,1,27
32F,F,2010,1,28
32F,F,2010,1,28
32F,F,2010,1,29
32F,F,2010,1,29
32F,F,2010,1,29
32F,F,2010,1,30
32F,F,2010,1,30
32F,F,2010,1,31
32F,F,2010,1,31
32F,F,2010,2,1
32F,F,2010,2,1
32F,F,2010,2,2
32F,F,2010,2,2
32F,F,2010,2,3
32F,F,2010,2,3
32F,F,2010,2,3
32F,F,2010,2,4
32F,F,2010,2,4
32F,F,2010,2,5
32F,F,2010,2,5
32F,F,2010,2,6
32F,F,2010,2,6
32F,F,2010,2,6
32F,F,2010,2,7
32F,F,2010,2,7
32F,F,2010,12,15
32F,F,2010,12,15
32F,F,2010,12,15
32F,F,2010,12,16
32F,F,2010,12,17
32F,F,2010,12,18
32F,F,2010,12,18
32F,F,2010,12,18
32F,F,2010,12,19
32F,F,2010,12,21
32F,F,2010,12,21
32F,F,2010,12,22
32F,F,2010,12,23
32F,F,2010,12,23
32F,F,2010,12,23
32F,F,2010,12,24
32F,F,2010,12,24
32F,F,2010,12,25
32F,F,2010,12,25
32F,F,2010,12,25
32F,F,2010,12,26
32F,F,2010,12,26
32F,F,2010,12,27
32F,F,2010,12,27
32F,F,2010,12,28
32F,F,2010,12,28
32F,F,2010,12,28
32F,F,2010,12,29
32F,F,2010,12,29
32F,F,2010,12,30
32F,F,2010,12,30
32F,F,2010,12,30
32F,F,2010,12,31
32F,F,2010,12,31
32F,F,2011,1,1
32F,F,2011,1,1
32F,F,2011,1,2
32F,F,2011,1,2
32F,F,2011,1,2
32F,F,2011,1,3
32F,F,2011,1,4
32F,F,2011,1,4
32F,F,2010,2,28
32F,F,2010,3,1
32F,F,2010,3,1
32F,F,2010,3,2
32F,F,2010,3,2
32F,F,2010,3,3
32F,F,2010,3,3
32F,F,2010,3,3
32F,F,2010,3,4
32F,F,2010,3,4
32F,F,2010,3,5
32F,F,2010,3,5
32F,F,2010,3,5
32F,F,2010,3,6
32F,F,2010,3,6
32F,F,2010,3,7
32F,F,2010,3,7
32F,F,2010,3,8
32F,F,2010,3,8
32F,F,2010,3,8
32F,F,2010,3,9
32F,F,2010,3,9
32F,F,2010,3,10
32F,F,2010,3,27
32F,F,2010,3,27
32F,F,2010,3,28
32F,F,2010,3,28
32F,F,2010,3,29
32F,F,2010,3,29
32F,F,2010,3,30
32F,F,2010,3,30
32F,F,2010,3,31
32F,F,2010,3,31
32F,F,2010,3,15
32F,F,2010,3,15
32F,F,2010,3,16
32F,F,2010,3,16
32F,F,2010,3,17
32F,F,2010,3,17
32F,F,2010,3,18
32F,F,2010,3,18
32F,F,2010,3,18
32F,F,2010,3,19
32F,F,2010,3,19
32F,F,2010,3,20
32F,F,2010,3,20
32F,F,2010,3,20
32F,F,2010,3,21
32F,F,2010,3,21
32F,F,2010,3,22
32F,F,2010,3,22
32F,F,2010,3,23
32F,F,2010,3,23
32F,F,2010,3,23
32F,F,2010,3,24
32F,F,2010,3,24
32F,F,2010,3,25
32F,F,2010,3,25
32F,F,2010,3,25
32F,F,2010,3,26
32F,F,2010,3,26
32F,F,2010,2,20
32F,F,2010,2,21
32F,F,2010,2,21
32F,F,2010,2,21
32F,F,2010,2,22
32F,F,2010,2,22
32F,F,2010,2,23
32F,F,2010,2,23
32F,F,2010,2,23
32F,F,2010,2,24
32F,F,2010,2,24
32F,F,2010,2,11
32F,F,2010,2,12
32F,F,2010,2,12
32F,F,2010,2,13
32F,F,2010,2,13
32F,F,2010,2,13
32F,F,2010,2,14
32F,F,2010,2,14
32F,F,2010,2,15
32F,F,2010,2,16
32F,F,2010,2,16
32F,F,2010,2,16
32F,F,2010,2,17
32F,F,2010,2,17
32F,F,2010,2,18
32F,F,2010,2,18
32F,F,2010,2,18
32F,F,2010,2,19
32F,F,2010,2,19
32F,F,2010,2,20
32F,F,2010,2,8
32F,F,2010,2,9
32F,F,2010,2,9
32F,F,2010,2,10
32F,F,2010,2,10
32F,F,2010,2,11
32F,F,2010,2,11
32F,F,2010,2,8
32F,F,2010,2,8
32F,F,2010,2,25
32F,F,2010,2,26
32F,F,2010,2,26
32F,F,2010,2,26
32F,F,2010,2,27
32F,F,2010,2,25
33F,F,2011,1,9
33F,F,2011,1,10
33F,F,2011,1,10
33F,F,2011,1,11
33F,F,2011,1,12
33F,F,2011,1,13
33F,F,2011,1,14
33F,F,2011,1,14
33F,F,2011,1,15
33F,F,2011,1,27
33F,F,2011,1,29
33F,F,2011,2,1
33F,F,2011,2,7
33F,F,2011,2,8
33F,F,2011,2,11
33F,F,2011,2,12
33F,F,2011,2,13
33F,F,2011,2,14
33F,F,2011,2,15
33F,F,2011,2,16
33F,F,2011,2,18
33F,F,2011,2,26
33F,F,2011,2,26
33F,F,2011,2,27
33F,F,2011,2,28
33F,F,2011,3,1
33F,F,2011,3,6
33F,F,2011,3,6
33F,F,2011,3,9
33F,F,2010,12,30
33F,F,2011,1,1
33F,F,2011,1,2
33F,F,2011,3,26
33F,F,2011,3,27
33F,F,2011,3,15
33F,F,2011,3,15
33F,F,2011,3,20
35M,M,2009,2,28
35M,M,2009,3,1
35M,M,2009,3,1
35M,M,2009,3,2
35M,M,2009,3,2
35M,M,2009,3,3
35M,M,2009,3,3
35M,M,2009,3,3
35M,M,2009,3,4
35M,M,2009,3,4
35M,M,2009,3,5
35M,M,2009,3,5
35M,M,2009,3,5
35M,M,2009,3,6
35M,M,2009,3,6
35M,M,2009,3,7
35M,M,2009,3,7
35M,M,2009,3,8
35M,M,2009,3,8
35M,M,2009,3,9
35M,M,2009,3,10
35M,M,2009,3,10
35M,M,2009,3,10
35M,M,2009,3,11
35M,M,2009,3,11
35M,M,2009,3,12
35M,M,2009,3,13
35M,M,2009,3,13
35M,M,2009,3,13
35M,M,2009,3,14
35M,M,2009,3,14
35M,M,2009,3,15
35M,M,2009,3,15
35M,M,2009,3,15
35M,M,2009,3,16
35M,M,2009,3,16
35M,M,2009,3,17
35M,M,2009,3,17
35M,M,2009,3,18
35M,M,2009,3,18
35M,M,2009,3,18
35M,M,2009,3,19
35M,M,2009,3,20
35M,M,2009,3,21
35M,M,2009,3,21
35M,M,2009,3,22
35M,M,2009,3,22
35M,M,2009,3,23
35M,M,2009,3,23
35M,M,2009,3,23
35M,M,2009,3,24
35M,M,2009,3,24
35M,M,2009,3,25
35M,M,2009,3,25
35M,M,2009,3,25
35M,M,2009,3,26
35M,M,2009,3,28
35M,M,2009,3,29
35M,M,2009,3,29
35M,M,2009,3,30
35M,M,2009,3,30
35M,M,2009,3,30
42F,F,2010,12,15
42F,F,2010,12,15
42F,F,2010,12,16
42F,F,2010,12,16
42F,F,2010,12,17
42F,F,2010,12,17
42F,F,2010,12,17
42F,F,2010,12,18
42F,F,2010,12,18
42F,F,2010,12,19
42F,F,2010,12,19
42F,F,2010,12,19
42F,F,2010,12,20
42F,F,2010,12,20
42F,F,2010,12,21
42F,F,2010,12,21
42F,F,2010,12,22
42F,F,2010,12,22
42F,F,2010,12,22
42F,F,2010,12,23
42F,F,2010,12,23
42F,F,2010,12,24
42F,F,2010,12,24
42F,F,2011,1,5
42F,F,2011,1,9
42F,F,2011,1,10
42F,F,2011,1,23
42F,F,2011,1,23
42F,F,2011,1,24
18M,M,2010,2,27
35M,M,2009,3,31
18M,M,2010,1,15
18M,M,2010,1,16
18M,M,2010,2,7
18M,M,2010,2,8
18M,M,2010,2,8
18M,M,2010,2,8
18M,M,2010,2,9
18M,M,2010,2,26
18M,M,2010,2,26
18M,M,2010,2,26
18M,M,2010,2,27
18M,M,2010,2,28
18M,M,2010,2,28
18M,M,2010,3,1
18M,M,2010,3,1
18M,M,2010,3,2
18M,M,2010,3,2
18M,M,2010,3,3
18M,M,2010,3,3
18M,M,2010,3,3
18M,M,2010,3,4
18M,M,2010,2,25
18M,M,2010,2,23
18M,M,2010,2,21
18M,M,2010,2,23
18M,M,2010,2,22
18M,M,2010,2,23
18M,M,2010,2,24
18M,M,2010,2,24
20F,F,2011,1,15
20F,F,2011,1,16
20F,F,2011,1,16
20F,F,2011,1,17
20F,F,2011,1,17
20F,F,2011,1,17
20F,F,2011,1,18
20F,F,2011,1,18
27M,M,2010,3,7
27M,M,2010,3,4
27M,M,2010,3,5
27M,M,2010,3,5
27M,M,2010,3,5
27M,M,2010,3,6
27M,M,2010,3,6
38M,M,2009,3,13
39M,M,2009,3,4
39M,M,2009,3,4
39M,M,2009,3,5
39M,M,2009,3,5
39M,M,2009,3,5
39M,M,2009,3,6
39M,M,2009,3,6
18M,M,2010,1,16
18M,M,2010,2,6
18M,M,2010,2,7
18M,M,2010,2,9
18M,M,2010,2,10
19F,F,2009,3,20
27M,M,2010,3,8
27M,M,2010,3,8
38M,M,2009,3,11
38M,M,2009,3,12
38M,M,2009,3,12
39M,M,2009,3,3
39M,M,2009,3,3
39M,M,2009,3,7
39M,M,2009,3,8
39M,M,2009,3,8
39M,M,2009,3,8
39M,M,2009,3,9
39M,M,2009,3,10
39M,M,2009,3,10
39M,M,2009,3,11
39M,M,2009,3,12
39M,M,2009,3,12
39M,M,2009,3,13
39M,M,2009,3,13
39M,M,2009,3,13
39M,M,2009,3,14
39M,M,2009,3,15
39M,M,2009,3,16
39M,M,2009,3,18
39M,M,2009,3,18
39M,M,2009,3,19
39M,M,2009,3,19
39M,M,2009,3,20
39M,M,2009,3,20
39M,M,2009,3,21
39M,M,2009,3,21
39M,M,2009,3,22
39M,M,2009,3,22
39M,M,2009,3,23
39M,M,2009,3,23
39M,M,2009,3,24
39M,M,2009,3,26
39M,M,2009,3,27
39M,M,2009,3,27
39M,M,2009,3,28
39M,M,2009,3,28
39M,M,2009,3,28
39M,M,2009,3,29
17M,M,2010,3,24
18M,M,2010,1,17
18M,M,2010,1,18
18M,M,2010,1,19
18M,M,2010,1,20
18M,M,2010,1,20
18M,M,2010,1,21
18M,M,2010,1,21
18M,M,2010,1,22
18M,M,2010,1,22
18M,M,2010,1,23
18M,M,2010,1,24
18M,M,2010,1,24
18M,M,2010,1,27
18M,M,2010,1,27
18M,M,2010,1,28
18M,M,2010,1,29
18M,M,2010,1,29
18M,M,2010,1,30
18M,M,2010,1,30
18M,M,2010,1,31
18M,M,2010,1,31
18M,M,2010,2,1
18M,M,2010,2,1
18M,M,2010,2,3
18M,M,2010,2,3
18M,M,2010,2,18
18M,M,2010,2,19
18M,M,2010,2,20
18M,M,2010,2,21
18M,M,2010,2,21
18M,M,2010,2,16
18M,M,2010,2,16
18M,M,2010,2,17
18M,M,2010,2,18
18M,M,2010,2,13
35M,M,2009,3,19
35M,M,2009,3,20
35M,M,2009,3,26
35M,M,2009,3,27
35M,M,2009,3,27
35M,M,2009,3,28
35M,M,2009,3,28
35M,M,2009,3,31
38M,M,2009,3,2
38M,M,2009,3,3
38M,M,2009,3,3
38M,M,2009,3,4
39M,M,2009,3,2
39M,M,2009,3,11
39M,M,2009,3,15
39M,M,2009,3,17
39M,M,2009,3,23
39M,M,2009,3,24
39M,M,2009,3,25
39M,M,2009,3,25
39M,M,2009,3,25
39M,M,2009,3,26
39M,M,2009,3,30
39M,M,2009,3,30
39M,M,2009,3,30
39M,M,2009,3,31
42F,F,2010,12,24
42F,F,2011,1,24
42F,F,2011,1,25
42F,F,2011,1,25
42F,F,2011,1,26
42F,F,2011,1,26
42F,F,2011,1,26
42F,F,2011,1,27
42F,F,2011,1,27
42F,F,2011,1,28
42F,F,2011,1,28
18M,M,2010,1,18
18M,M,2010,1,22
18M,M,2010,1,24
18M,M,2010,1,28
18M,M,2010,1,29
18M,M,2010,3,24
18M,M,2010,2,2
18M,M,2010,2,3
18M,M,2010,2,6
18M,M,2010,2,11
18M,M,2010,2,12
18M,M,2010,2,19
18M,M,2010,2,13
18M,M,2010,2,15
18M,M,2010,2,18
18M,M,2010,2,12
27M,M,2011,3,10
27M,M,2011,3,11
27M,M,2011,3,13
27M,M,2011,3,13
27M,M,2011,3,13
27M,M,2011,3,15
27M,M,2011,3,15
27M,M,2011,3,18
27M,M,2011,3,19
27M,M,2011,3,24
27M,M,2011,3,25
27M,M,2011,3,26
27M,M,2011,3,27
27M,M,2011,3,30
27M,M,2011,1,7
27M,M,2010,3,8
27M,M,2010,3,9
27M,M,2010,3,9
27M,M,2010,3,10
35M,M,2009,3,20
38M,M,2009,3,2
38M,M,2009,3,4
38M,M,2009,3,5
38M,M,2009,3,5
38M,M,2009,3,5
38M,M,2009,3,6
39M,M,2009,2,28
18M,M,2010,1,17
18M,M,2010,1,17
18M,M,2010,1,19
18M,M,2010,1,26
18M,M,2010,2,6
18M,M,2010,2,14
18M,M,2010,2,15
27M,M,2011,2,1
27M,M,2011,2,2
27M,M,2011,2,2
27M,M,2011,2,3
27M,M,2011,2,3
27M,M,2011,2,3
27M,M,2011,2,4
27M,M,2011,2,4
27M,M,2011,2,5
27M,M,2011,2,5
27M,M,2011,2,6
27M,M,2011,2,6
27M,M,2011,2,6
27M,M,2011,2,7
27M,M,2011,2,7
27M,M,2011,2,8
27M,M,2011,2,8
27M,M,2011,2,8
27M,M,2011,2,9
27M,M,2011,2,9
27M,M,2011,2,10
27M,M,2011,2,10
27M,M,2011,2,11
27M,M,2011,2,11
27M,M,2011,2,11
27M,M,2011,2,12
27M,M,2011,2,12
27M,M,2011,2,13
27M,M,2011,2,13
27M,M,2011,2,13
27M,M,2011,2,14
27M,M,2011,2,14
27M,M,2011,2,15
27M,M,2011,2,15
27M,M,2011,2,16
27M,M,2011,2,16
27M,M,2011,2,16
27M,M,2011,2,17
27M,M,2011,2,18
27M,M,2011,2,18
27M,M,2011,2,18
27M,M,2011,2,19
27M,M,2011,2,19
27M,M,2011,2,20
27M,M,2011,2,20
27M,M,2011,2,21
27M,M,2011,2,21
27M,M,2011,2,21
27M,M,2011,2,22
27M,M,2011,2,22
27M,M,2011,2,23
27M,M,2011,2,23
27M,M,2011,2,23
27M,M,2011,2,24
27M,M,2011,2,25
27M,M,2011,2,25
27M,M,2011,2,26
27M,M,2011,2,26
27M,M,2011,2,26
27M,M,2011,2,27
27M,M,2011,2,27
27M,M,2011,2,28
27M,M,2011,2,28
27M,M,2011,2,28
27M,M,2011,3,1
27M,M,2011,3,1
27M,M,2011,3,3
27M,M,2011,3,3
27M,M,2011,3,3
27M,M,2011,3,4
27M,M,2011,3,4
27M,M,2011,3,5
27M,M,2011,3,5
27M,M,2011,3,5
27M,M,2011,3,6
27M,M,2011,3,6
27M,M,2011,3,7
27M,M,2011,3,7
27M,M,2011,3,8
27M,M,2011,3,8
27M,M,2011,3,8
27M,M,2011,3,9
27M,M,2011,3,9
27M,M,2011,3,10
27M,M,2011,3,10
27M,M,2011,3,11
27M,M,2011,3,12
27M,M,2011,3,12
27M,M,2011,3,14
27M,M,2011,3,14
27M,M,2011,3,15
27M,M,2011,3,16
27M,M,2011,3,16
27M,M,2011,3,17
27M,M,2011,3,18
27M,M,2011,3,18
27M,M,2011,3,19
27M,M,2011,3,20
27M,M,2011,3,20
27M,M,2011,3,20
27M,M,2011,3,21
27M,M,2011,3,21
27M,M,2011,3,22
27M,M,2011,3,22
27M,M,2011,3,23
27M,M,2011,3,23
27M,M,2011,3,23
27M,M,2011,3,24
27M,M,2011,3,25
27M,M,2011,3,25
27M,M,2011,3,26
27M,M,2011,3,27
27M,M,2011,3,28
27M,M,2011,3,28
27M,M,2011,3,28
27M,M,2011,3,29
27M,M,2011,3,29
27M,M,2010,12,22
27M,M,2010,12,23
27M,M,2010,12,23
27M,M,2010,12,24
27M,M,2010,12,24
27M,M,2010,12,25
27M,M,2010,12,25
27M,M,2010,12,25
27M,M,2010,12,26
27M,M,2010,12,26
27M,M,2010,12,27
27M,M,2010,12,27
27M,M,2010,12,28
27M,M,2010,12,28
27M,M,2010,12,28
27M,M,2010,12,29
27M,M,2010,12,29
27M,M,2010,12,30
27M,M,2010,12,30
27M,M,2010,12,30
27M,M,2010,12,31
27M,M,2011,1,1
27M,M,2011,1,1
27M,M,2011,1,2
27M,M,2011,1,2
27M,M,2011,1,2
27M,M,2011,1,3
27M,M,2011,1,3
27M,M,2011,1,4
27M,M,2011,1,4
27M,M,2011,1,4
27M,M,2011,1,5
27M,M,2011,1,5
27M,M,2011,1,6
27M,M,2011,1,6
27M,M,2011,1,7
27M,M,2011,1,8
27M,M,2011,1,9
27M,M,2011,1,9
27M,M,2011,1,10
27M,M,2011,1,10
27M,M,2011,1,11
